shipment_id,order_id,created_ts,origin_city,dest_city,hub_type,carrier,vehicle_type,status,distance_km,package_weight_kg,package_volume_cm3,promised_days,delivery_days,shipping_cost_ars,on_time,customer_rating,incident,seller_type,service_level,payment_method
SHP218462022384,ORD62174082245,2025-01-04 13:59:00,Avellaneda,Hurlingham,FULFILLMENT,Mercado Envíos,VAN,PICKED_UP,34.76,1.973,2750,1,,1773.08,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP872964714003,ORD45710103523,2025-04-04 17:50:00,Tigre,San Miguel,CROSS_DOCK,OCA,VAN,CREATED,34.92,1.483,2177,3,,1322.27,,,NONE,PRO,NEXT_DAY,CASH
SHP125756398254,ORD02671391349,2026-01-24 12:37:00,Escobar,Lomas de Zamora,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,78.2,5.563,1479,7,3.0,2703.05,1.0,4.5,NONE,PRO,STANDARD,CASH
SHP300242365159,ORD22489830354,2025-09-29 12:00:00,Vicente López,San Martín,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,68.45,0.876,2853,1,2.0,1885.93,0.0,3.9,NONE,PRO,STANDARD,CREDIT_CARD
SHP385020292349,ORD85511749746,2025-10-10 15:34:00,CABA,San Miguel,FULFILLMENT,OCA,MOTO,DELIVERED,52.51,2.945,8087,1,3.0,1926.03,0.0,5.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP625616649241,ORD09734444920,2025-05-12 07:38:00,Morón,Tigre,FULFILLMENT,Mercado Envíos,BIKE,IN_TRANSIT,44.68,1.172,1406,3,,1567.4,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP017944550190,ORD49884399939,2025-03-13 00:04:00,Ezeiza,CABA,FULFILLMENT,Urbano,MOTO,DELIVERED,45.51,2.218,12853,1,1.0,1530.44,1.0,4.1,NONE,PRO,STANDARD,CREDIT_CARD
SHP889022927886,ORD87706010385,2025-10-31 10:06:00,Berazategui,Florencio Varela,FULFILLMENT,Andreani,VAN,DELIVERED,32.89,1.702,6569,4,3.0,1608.05,1.0,5.0,NONE,PRO,SAME_DAY,TRANSFER
SHP339208661789,ORD10779932707,2026-01-27 01:19:00,Merlo,San Miguel,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,30.67,5.009,14081,1,3.0,1870.58,0.0,4.4,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP728992256788,ORD98330070701,2025-03-22 01:15:00,Vicente López,Ituzaingó,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,35.05,1.033,6040,1,3.0,1231.75,0.0,3.7,NONE,PRO,STANDARD,TRANSFER
SHP460757221961,ORD43654036018,2025-06-23 15:20:00,La Plata,Quilmes,FULFILLMENT,OCA,VAN,DELIVERED,61.11,1.184,1118,1,3.0,1885.7,0.0,4.9,NONE,PARTICULAR,STANDARD,CASH
SHP740791953752,ORD70109041356,2025-10-27 20:27:00,CABA,Ituzaingó,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,25.29,3.711,4676,2,3.0,1827.51,0.0,4.4,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP280255694863,ORD21072484976,2025-02-21 20:04:00,Lanus,San Isidro,FULFILLMENT,Andreani,MOTO,PICKED_UP,60.91,0.472,1855,2,,1784.6,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP536337632878,ORD22691671335,2025-10-17 18:13:00,Tigre,Lomas de Zamora,FULFILLMENT,OCA,VAN,DELIVERED,71.22,2.275,7993,3,3.0,2031.14,1.0,4.5,NONE,PRO,STANDARD,DEBIT_CARD
SHP671798366709,ORD88334709618,2025-08-25 00:49:00,Vicente López,Morón,FULFILLMENT,MOTOMENSAJERIA,VAN,RETURNED,63.1,1.422,2461,1,2.0,1985.03,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP239821675284,ORD37353624973,2025-10-04 10:23:00,Lomas de Zamora,Hurlingham,SORTING_CENTER,Andreani,VAN,DELIVERED,25.89,0.761,3315,3,3.0,1212.81,1.0,4.6,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP042611397585,ORD03734348165,2025-10-07 13:02:00,Tigre,Ezeiza ,FULFILLMENT,OCA,TRUCK,DELIVERED,14.85,1.171,1922,2,2.0,821.61,1.0,5.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP204172392392,ORD42493491003,2025-02-13 23:59:00,CABA,Hurlingham,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,17.23,3.855,4901,1,1.0,1492.69,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP098052303261,ORD00987983201,2026-01-05 20:36:00,Berazategui,Quilmes,FULFILLMENT,Flash,VAN,DELIVERED,97.26,1.295,1207,10,2.0,2613.83,1.0,4.5,NONE,PRO,STANDARD,DEBIT_CARD
SHP276928414553,ORD01263566807,2025-09-11 20:07:00,San Isidro,Pilar,CROSS_DOCK,Correo Argentino,VAN,DELIVERED,66.23,0.821,2845,3,3.0,1937.77,1.0,3.4,NONE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP597057041676,ORD34372440362,2026-02-17 03:13:00,CABA,Morón,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,27.6,0.835,1495,5,1.0,978.05,1.0,4.3,DAMAGED,PRO,ECONOMY,DEBIT_CARD
SHP992480018239,ORD26442834904,2025-12-25 12:29:00,CABA,Hurlingham,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,39.75,4.028,3377,3,1.0,1578.86,1.0,4.3,NONE,PRO,STANDARD,CREDIT_CARD
SHP564237300509,ORD91547592909,2025-05-14 01:51:00,Ituzaingó,San Isidro,FULFILLMENT,Correo Argentino,VAN,DELIVERED,100.16,3.103,970,3,1.0,2806.1,1.0,3.8,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP469797240575,ORD55151198308,2025-02-25 11:06:00,La Plata,Berazategui,FULFILLMENT,Urbano,MOTO,DELIVERED,30.82,1.259,1289,2,1.0,1373.2,1.0,4.7,NONE,PRO,STANDARD,CREDIT_CARD
SHP794337540682,ORD70488152991,2025-01-14 07:54:00,Quilmes ,La Plata,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,27.06,1.497,4624,3,2.0,1174.73,1.0,3.1,NONE,PRO,STANDARD,CASH
SHP601811577954,ORD59904169361,2025-06-27 18:30:00,La Plata,Lanús,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,97.56,1.057,1332,2,4.0,2465.63,0.0,5.0,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP126346487788,ORD76148554078,2025-04-11 21:28:00,La Plata,Ituzaingó,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,14.79,3.798,4342,3,2.0,1422.17,1.0,5.0,NONE,PRO,ECONOMY,CASH
SHP897925388856,ORD00336291235,2025-06-29 09:07:00,CABA,Florencio Varela,CROSS_DOCK,Urbano,MOTO,DELIVERED,32.15,1.562,1264,5,2.0,1187.02,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP912931240514,ORD07344197133,2025-09-14 12:58:00,Lomas de Zamora,Hurlingham,SORTING_CENTER,Andreani,MOTO,DELIVERED,9.96,1.143,8996,7,2.0,961.11,1.0,3.7,NONE,PRO,STANDARD,TRANSFER
SHP542615888825,ORD55000677206,2025-09-25 15:02:00,CABA,Vicente López,FULFILLMENT,Mercado Envíos,VAN,IN_TRANSIT,17.76,2.521,1696,7,,1453.12,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP710622420361,ORD60391897521,2026-01-06 04:28:00,Florencio Varela,La Plata,FULFILLMENT,OCA,MOTO,DELIVERED,24.45,1.256,6474,4,3.0,1047.51,1.0,4.3,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP659646935499,ORD34848887340,2025-12-28 08:09:00,San Isidro,Lomas de Zamora,FULFILLMENT,Andreani,VAN,DELIVERED,59.68,4.695,5073,2,3.0,2425.8,0.0,5.0,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP287634998898,ORD41429052886,2026-02-12 22:06:00,Lanús,Lomas de Zamora,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,1.8,1.733,4546,4,3.0,749.02,1.0,4.9,ADDRESS_ISSUE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP018711437497,ORD75935116019,2025-02-06 08:10:00,Lanús,Lomas de Zamora,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,35.77,0.892,2823,3,1.0,1742.99,1.0,4.7,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP235381707882,ORD55723254849,2025-07-23 01:56:00,Tigre,Lanús,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,16.74,1.244,2026,1,1.0,958.18,1.0,3.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP293703183416,ORD27022985001,2025-09-16 08:37:00,CABA,Lanús,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,22.04,3.104,2472,3,2.0,1323.09,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP679432485214,ORD32492754020,2025-06-04 00:24:00,Hurlingham,Vicente López,CROSS_DOCK,Correo Argentino,VAN,IN_TRANSIT,36.36,0.745,3024,2,,1200.65,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP728745001639,ORD65736739097,2025-08-26 03:31:00,Avellaneda ,Vicente López,FULFILLMENT,Correo Argentino,TRUCK,DELIVERED,25.98,2.659,9676,7,2.0,1685.0,1.0,5.0,NONE,PARTICULAR,STANDARD,CASH
SHP743590081633,ORD88750607909,2025-11-05 05:28:00,La Plata,La Plata,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,20.49,0.423,1806,5,1.0,825.7,1.0,3.0,NONE,PARTICULAR,STANDARD,CASH
SHP918072778641,ORD06967143887,2025-04-10 08:56:00,Ituzaingó,Florencio Varela,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,18.26,0.667,1392,5,3.0,1266.41,1.0,4.9,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP558929208430,ORD27304149262,2025-09-30 09:44:00,San Isidro,San Miguel,SORTING_CENTER,Urbano,MOTO,DELIVERED,12.13,1.678,11694,1,1.0,720.98,1.0,5.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP799904378931,ORD17594205676,2025-04-23 22:00:00,Merlo,Pilar,FULFILLMENT,OCA,MOTO,DELIVERED,13.13,2.897,2085,2,2.0,1410.17,1.0,4.6,NONE,PRO,NEXT_DAY,TRANSFER
SHP184256390720,ORD42481155093,2025-04-20 10:19:00,Berazategui,San Miguel,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,18.34,4.58,13839,10,1.0,1471.38,1.0,4.6,NONE,PRO,STANDARD,CREDIT_CARD
SHP168539587772,ORD56643232319,2025-05-23 15:07:00,Vicente López,Vicente López,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,37.59,2.624,3778,2,2.0,1866.76,1.0,3.8,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP759983871917,ORD23024454547,2025-06-16 17:00:00,Avellaneda,Berazategui,FULFILLMENT,Correo Argentino,VAN,DELIVERED,43.95,1.367,2551,2,2.0,1326.99,1.0,3.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP118185545951,ORD10603236503,2025-09-17 00:55:00,Ituzaingó,Ezeiza,SORTING_CENTER,Flash,VAN,IN_TRANSIT,20.77,1.683,7365,2,,826.2,,,NONE,PRO,STANDARD,CASH
SHP295728541645,ORD48991365921,2025-05-25 07:46:00,Tigre,Tigre,FULFILLMENT,OCA,BIKE,RETURNED,7.55,0.878,8453,4,2.0,701.89,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP129143908143,ORD93781701636,2025-08-18 00:43:00,Morón,San Martín,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,30.12,1.333,4223,2,2.0,1086.98,1.0,5.0,NONE,PRO,STANDARD,CASH
SHP464438924146,ORD46666068547,2026-01-30 23:09:00,Avellaneda ,Merlo,FULFILLMENT,Correo Argentino,VAN,DELIVERED,18.19,1.285,1490,4,1.0,1145.2,1.0,3.6,DAMAGED,PRO,STANDARD,CASH
SHP270280762712,ORD54372565850,2025-09-25 06:54:00,Lomas de Zamora,Morón,FULFILLMENT,Flash,MOTO,RETURNED,86.82,,30336,3,1.0,2807.69,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP709476731256,ORD91517203259,2025-02-01 14:38:00,Morón,Pilar,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,21.8,1.641,7939,1,3.0,821.61,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP890697087771,ORD74159018131,2026-02-15 08:18:00,Lanús,Pilar,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,24.04,0.586,1366,1,2.0,1328.18,0.0,5.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP898977688564,ORD50656620885,2025-10-26 22:55:00,Berazategui,Florencio Varela,FULFILLMENT,Mercado Envíos,TRUCK,CREATED,22.87,3.064,1596,7,,1575.19,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP640716870190,ORD90019125510,2025-08-07 20:24:00,Morón,Pilar,FULFILLMENT,Correo Argentino,VAN,RETURNED,22.68,0.774,3760,3,2.0,1453.62,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP377329403588,ORD54298353060,2025-06-26 12:41:00,Merlo,Florencio Varela,FULFILLMENT,Correo Argentino,AIR,RETURNED,24.98,1.36,2256,7,2.0,1242.07,,,ADDRESS_ISSUE,PRO,STANDARD,TRANSFER
SHP171571727709,ORD14934288200,2025-04-14 02:00:00,Merlo,Quilmes,FULFILLMENT,OCA,TRUCK,CANCELLED,34.08,1.57,2651,7,2.0,1447.31,,,NONE,PRO,STANDARD,CASH
SHP040426003159,ORD62026398504,2025-08-24 22:49:00,CABA,Quilmes,FULFILLMENT,Andreani,TRUCK,OUT_FOR_DELIVERY,33.93,2.457,4336,2,,1570.04,,,NONE,PRO,STANDARD,TRANSFER
SHP869302526951,ORD89297329850,2025-04-03 00:05:00,Florencio Varela,Ituzaingó,FULFILLMENT,OCA,TRUCK,DELIVERED,70.76,7.062,2408,4,2.0,3161.07,1.0,2.8,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP460233802608,ORD46590251780,2025-07-20 00:36:00,Tigre,Berazategui,FULFILLMENT,Andreani,VAN,DELIVERED,8.61,,11975,5,1.0,1086.86,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP066995066974,ORD52601892649,2025-10-26 03:45:00,Tigre,San Isidro,SORTING_CENTER,OCA,BIKE,IN_TRANSIT,30.43,2.078,5051,2,,1232.18,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP523032897617,ORD21593620176,2026-01-22 12:23:00,Lanús,Pilar,FULFILLMENT,Mercado Envíos,VAN,IN_SORTING,8.02,1.852,3033,4,,840.07,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP983723717165,ORD46741784308,2025-08-19 06:10:00,Ituzaingó,Florencio Varela,DROP_OFF,OCA,VAN,CANCELLED,45.95,1.641,5546,3,4.0,1504.78,,,NONE,PRO,STANDARD,TRANSFER
SHP316520140135,ORD11762915900,2026-02-17 02:28:00,CABA,San Martín,SORTING_CENTER,Urbano,BIKE,DELIVERED,31.16,0.78,3853,3,3.0,1170.37,1.0,5.0,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP666879104774,ORD05431512165,2025-09-12 20:57:00,Morón,Escobar,SORTING_CENTER,Mercado Envíos,MOTO,IN_SORTING,63.45,0.591,4251,5,,1915.34,,,NONE,PRO,STANDARD,TRANSFER
SHP892631766136,ORD63612476439,2025-03-26 14:18:00,Quilmes,Ciudad Autónoma de Buenos Aires,CROSS_DOCK,Mercado Envíos,BIKE,DELIVERED,96.98,3.349,2268,2,4.0,2444.61,0.0,3.2,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP760024581503,ORD73642829760,2025-02-04 01:30:00,Ezeiza,Tigre,FULFILLMENT,Andreani,VAN,DELIVERED,46.29,3.356,8008,1,3.0,1731.25,0.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP356370049093,ORD29209993984,2025-04-27 01:06:00,La Plata,Lomas de Zamora,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,25.43,1.476,1370,2,1.0,988.26,1.0,4.7,NONE,PRO,NEXT_DAY,CASH
SHP043014103329,ORD43001499990,2025-06-25 00:33:00,CABA,Merlo,DROP_OFF,Correo Argentino,TRUCK,DELIVERED,17.34,6.2,1666,2,4.0,1885.4,0.0,3.3,NONE,PRO,STANDARD,DEBIT_CARD
SHP690320892486,ORD83572263845,2026-02-12 02:58:00,La Plata,Escobar,FULFILLMENT,Mercado Envíos,BIKE,RETURNED,18.4,1.029,3097,1,1.0,1288.07,,,NONE,PRO,STANDARD,CASH
SHP916960520728,ORD92509770836,2025-10-03 02:28:00,Florencio Varela,Merlo,CROSS_DOCK,Mercado Envíos,MOTO,IN_TRANSIT,74.8,0.798,6459,3,,1986.19,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP277510294786,ORD98128259658,2026-02-03 10:39:00,Lomas de Zamora,San Isidro,SORTING_CENTER,OCA,VAN,DELIVERED,29.97,1.917,4600,1,2.0,1542.62,0.0,5.0,NONE,PARTICULAR,NEXT_DAY,DEBIT_CARD
SHP137980139720,ORD44896720610,2025-03-26 07:38:00,CABA,CABA,FULFILLMENT,Andreani,MOTO,IN_TRANSIT,7.51,1.134,17750,10,,836.26,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP886888977069,ORD94952205849,2025-04-27 06:51:00,Ezeiza,La Plata,FULFILLMENT,Correo Argentino,VAN,IN_TRANSIT,47.9,0.934,3161,2,,1671.96,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP173980651134,ORD08125293650,2025-12-28 00:03:00,Avellaneda,San Isidro,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,17.29,3.089,5150,1,3.0,1073.41,0.0,4.3,NONE,PRO,ECONOMY,DEBIT_CARD
SHP748291094548,ORD88645986540,2025-07-23 14:35:00,Morón, Tigre,CROSS_DOCK,Andreani,VAN,DELIVERED,24.02,3.124,4344,2,3.0,1632.52,0.0,4.9,NONE,PRO,STANDARD,CREDIT_CARD
SHP358929007677,ORD75438229919,2025-05-26 11:20:00,Hurlingham,Vicente López,FULFILLMENT,Andreani,VAN,DELIVERED,33.68,5.772,2001,5,2.0,2307.75,1.0,5.0,NONE,PRO,STANDARD,CASH
SHP133160294311,ORD24301358052,2025-08-03 05:03:00,Lanús,Escobar,SORTING_CENTER,Mercado Envíos,MOTO,RETURNED,31.91,7.969,5363,3,1.0,2166.76,,,NONE,PRO,NEXT_DAY,CASH
SHP207098447626,ORD30353205172,2025-04-15 22:44:00,san martín,Lanús,FULFILLMENT,Mercado Envíos,TRUCK,CREATED,78.83,1.55,2320,10,,2224.39,,,NONE,PRO,STANDARD,TRANSFER
SHP189691142236,ORD96031330817,2025-12-15 16:03:00,Lanús,San Martin,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,65.94,1.943,3884,3,2.0,2349.12,1.0,4.0,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP202830829263,ORD72737055125,2025-10-24 03:48:00,san martín,CABA,FULFILLMENT,Andreani,VAN,DELIVERED,14.86,0.386,2760,3,2.0,1012.61,1.0,,NONE,PRO,STANDARD,CREDIT_CARD
SHP077271173831,ORD28357263459,2025-12-22 00:48:00,Pilar,San Martin,FULFILLMENT,Urbano,MOTO,DELIVERED,52.98,3.044,2248,7,2.0,1939.93,1.0,4.1,NONE,PARTICULAR,ECONOMY,DEBIT_CARD
SHP563188179308,ORD71457126045,2025-03-10 01:46:00,CABA,San Martin,SORTING_CENTER,Mercado Envíos,VAN,IN_TRANSIT,118.27,1.194,2800,3,,2286.15,,,NONE,PRO,STANDARD,CASH
SHP846188835394,ORD15443979422,2025-09-12 03:15:00,Avellaneda,Ezeiza,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,19.72,0.862,10571,4,3.0,968.25,1.0,4.1,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP996125970032,ORD08777517501,2025-08-19 22:09:00,Tigre,Florencio Varela,DROP_OFF,Mercado Envíos,VAN,DELIVERED,40.63,2.661,4511,1,3.0,1611.46,0.0,4.2,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP280206795990,ORD84980630256,2025-07-22 15:18:00,Quilmes,Escobar,FULFILLMENT,Andreani,MOTO,DELIVERED,38.09,1.62,1804,3,1.0,1439.02,1.0,4.4,DELAY,PRO,STANDARD,MERCADO_CREDITO
SHP646923908577,ORD40384867464,2025-12-28 20:07:00,Lanús,Escobar,CROSS_DOCK,OCA,VAN,DELIVERED,,1.263,2910,5,3.0,766.08,1.0,4.2,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP809332882839,ORD70344666986,2026-01-30 04:24:00,Ciudad Autónoma de Buenos Aires,Ezeiza,FULFILLMENT,Urbano,VAN,DELIVERED,69.13,1.443,3778,5,2.0,2040.12,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP138757237343,ORD30653236309,2025-09-05 05:59:00,San Martín,Escobar,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,95.22,1.622,1378,3,3.0,2421.04,1.0,4.1,NONE,PRO,STANDARD,TRANSFER
SHP168110091161,ORD38993779268,2026-02-06 19:03:00,Ciudad Autónoma de Buenos Aires,Pilar,FULFILLMENT,Urbano,MOTO,DELIVERED,25.12,1.17,724,2,1.0,1498.14,1.0,4.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP238719554853,ORD28357266661,2026-01-31 17:32:00,Merlo,Vicente López,FULFILLMENT,Urbano,TRUCK,DELIVERED,48.54,0.833,5201,2,3.0,1568.05,0.0,4.8,ADDRESS_ISSUE,PRO,ECONOMY,CREDIT_CARD
SHP640499196482,ORD40008294754,2025-09-06 06:41:00,Avellaneda ,Merlo,CROSS_DOCK,Andreani,VAN,DELIVERED,33.51,4.159,4945,2,3.0,2239.23,0.0,4.6,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP320321535659,ORD08121968242,2025-05-24 13:15:00,Lomas de Zamora,San Martín ,DROP_OFF,Mercado Envíos,VAN,DELIVERED,67.99,0.476,4677,7,2.0,1803.85,1.0,3.6,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP343126457576,ORD35030228007,2025-10-10 09:00:00,La Plata,San Isidro,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,24.64,1.551,14385,2,2.0,1395.1,1.0,3.6,NONE,PRO,STANDARD,CREDIT_CARD
SHP280619451228,ORD50955122329,2025-12-22 11:24:00,San Martín,Merlo,SORTING_CENTER,Mercado Envíos,VAN,OUT_FOR_DELIVERY,15.95,1.691,1633,2,,1243.07,,,NONE,PRO,STANDARD,TRANSFER
SHP488418152013,ORD81847238502,2026-02-05 17:03:00,Lanús,Berazategui,FULFILLMENT,Mercado Envíos,VAN,IN_TRANSIT,17.05,1.376,2983,2,,972.14,,,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP240538220577,ORD56741567433,2025-08-29 06:40:00,Merlo, Escobar,FULFILLMENT,OCA,VAN,DELIVERED,51.16,0.985,5077094,1,1.0,1840.16,1.0,4.1,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP686698776035,ORD28421455787,2025-12-07 19:42:00,Lanús,Escobar,,Mercado Envíos,TRUCK,DELIVERED,42.46,0.985,3229,2,1.0,1130.43,1.0,2.6,NONE,PARTICULAR,NEXT_DAY,TRANSFER
SHP521841765941,ORD58346581515,2026-01-10 14:14:00,Avellaneda,Morón,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,8.25,0.354,3043,5,2.0,674.76,1.0,4.0,ADDRESS_ISSUE,PRO,NEXT_DAY,CREDIT_CARD
SHP391910282407,ORD11459051537,2025-08-17 15:05:00,Vicente López,Tigre,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,43.4,1.747,3623,4,1.0,1535.5,1.0,4.7,NONE,PRO,STANDARD,CREDIT_CARD
SHP860702583194,ORD76051461141,2025-01-31 14:29:00,Tigre,Avellaneda,DROP_OFF,Mercado Envíos,VAN,DELIVERED,69.94,1.373,2761,3,2.0,1844.8,1.0,4.5,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP167219994704,ORD41564161116,2025-04-19 06:50:00,Florencio Varela,San Miguel,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,39.47,0.629,,2,1.0,1378.98,1.0,4.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP183585207200,ORD93980213752,2026-02-23 14:02:00,Vicente López,Ituzaingó,FULFILLMENT,OCA,VAN,DELIVERED,39.22,0.983,9990,10,1.0,1683.92,1.0,4.1,NONE,PARTICULAR,STANDARD,CASH
SHP037357369549,ORD24391353922,2025-01-27 23:47:00,Pilar,Avellaneda,SORTING_CENTER,Urbano,VAN,DELIVERED,46.76,0.333,2903,7,3.0,1535.13,1.0,4.6,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP632060226990,ORD02007068157,2025-12-09 05:01:00,Morón,Quilmes,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,12.88,1.929,,10,1.0,878.1,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP279122720228,ORD56104369986,2025-06-09 09:40:00,Lomas de Zamora,Florencio Varela,FULFILLMENT,Urbano,TRUCK,IN_SORTING,40.25,2.388,4520,4,,1535.6,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP412654695822,ORD16249001596,2025-01-17 01:08:00,Vicente López,Lomas de Zamora,FULFILLMENT,Correo Argentino,VAN,DELIVERED,38.58,1.149,2004,5,3.0,1312.33,1.0,5.0,NONE,PRO,STANDARD,DEBIT_CARD
SHP029008574774,ORD54523382039,2025-09-24 12:05:00,Morón,San Miguel,CROSS_DOCK,MOTOMENSAJERIA,TRUCK,DELIVERED,35.8,1.294,2258,1,2.0,1354.29,0.0,4.7,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP143069281954,ORD10090935671,2025-05-09 07:28:00,Morón,san martín,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,48.87,0.73,3026,2,2.0,,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP782049876734,ORD46716451662,2025-08-08 14:53:00,Lanús,Hurlingham,FULFILLMENT,Correo Argentino,MOTO,DELIVERED,13.64,2.129,9274,2,1.0,1202.66,1.0,4.8,NONE,PRO,STANDARD,CREDIT_CARD
SHP733531730795,ORD64459978910,2025-03-23 23:47:00,Avellaneda,Quilmes,FULFILLMENT,OCA,BIKE,DELIVERED,75.41,1.86,2329,4,2.0,2072.02,1.0,4.3,NONE,PRO,STANDARD,TRANSFER
SHP225090617292,ORD20468613095,2025-02-18 05:34:00,Vicente López,Vicente López,FULFILLMENT,Urbano,VAN,DELIVERED,50.82,4.048,1962,2,2.0,1958.94,1.0,4.8,NONE,PRO,STANDARD,CASH
SHP731344703779,ORD05268098540,2025-02-10 04:13:00,Tigre,La Plata,SORTING_CENTER,Correo Argentino,TRUCK,DELIVERED,13.27,0.958,2728,3,1.0,862.03,1.0,4.4,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP135580827820,ORD20377420165,2025-01-20 22:34:00,Morón,Ezeiza,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,21.43,1.089,12565,2,4.0,1088.16,0.0,4.0,NONE,PRO,STANDARD,MERCADO_CREDITO
